time (s), position (m), velocity (m/s), acceleration(m/s^2)
3.160025,0.25003403,0.15799886,0.05
3.165025,0.2508253,0.15824886,0.05
3.170025,0.2516178,0.15849885,0.05
3.1750252,0.25241154,0.15874885,0.05
3.1800253,0.25320655,0.15899885,0.05
3.1850255,0.2540028,0.15924884,0.05
3.1900256,0.2548003,0.15949884,0.05
3.1950257,0.25559902,0.15974884,0.05
3.2000258,0.256399,0.15999883,0.05
3.205026,0.25720024,0.16024883,0.05
3.210026,0.25800273,0.16049883,0.05
3.2150261,0.25880647,0.16074882,0.05
3.2200263,0.25961146,0.16099882,0.05
3.2250264,0.2604177,0.16124882,0.05
3.2300265,0.2612252,0.16149881,0.05
3.2350266,0.26203394,0.16174881,0.05
3.2400267,0.26284394,0.16199881,0.05
3.2450268,0.2636552,0.1622488,0.05
3.250027,0.2644677,0.1624988,0.05
3.255027,0.26528144,0.1627488,0.05
3.2600272,0.26609644,0.1629988,0.05
3.2650273,0.2669127,0.16324879,0.05
3.2700274,0.2677302,0.16349879,0.05
3.2750275,0.26854894,0.16374879,0.05
3.2800276,0.26936892,0.16399878,0.05
3.2850277,0.27019015,0.16424878,0.05
3.2900279,0.27101263,0.16449878,0.05
3.295028,0.27183637,0.16474877,0.05
3.300028,0.27266136,0.16499877,0.05
3.3050282,0.2734876,0.16524877,0.05
3.3100283,0.2743151,0.16549876,0.05
3.3150284,0.27514383,0.16574876,0.05
3.3200285,0.27597383,0.16599876,0.05
3.3250287,0.27680507,0.16624875,0.05
3.3300288,0.27763757,0.16649875,0.05
3.335029,0.27847132,0.16674875,0.05
3.340029,0.27930632,0.16699874,0.05
3.345029,0.28014258,0.16724874,0.05
3.3500292,0.28098008,0.16749874,0.05
3.3550293,0.28181884,0.16774873,0.05
3.3600295,0.28265885,0.16799873,0.05
3.3650296,0.28350008,0.16824873,0.05
3.3700297,0.28434256,0.16849872,0.05
3.3750298,0.2851863,0.16874872,0.05
3.38003,0.28603128,0.16899872,0.05
3.38503,0.2868775,0.16924872,0.05
3.3900301,0.287725,0.16949871,0.05
3.3950303,0.28857374,0.16974871,0.05
3.4000304,0.28942373,0.1699987,0.05
3.4050305,0.29027498,0.1702487,0.05
3.4100306,0.29112747,0.1704987,0.05
3.4150307,0.29198122,0.1707487,0.05
3.4200308,0.29283622,0.17099869,0.05
3.425031,0.29369247,0.17124869,0.05
3.430031,0.29454997,0.17149869,0.05
3.4350312,0.29540873,0.17174868,0.05
3.4400313,0.29626873,0.17199868,0.05
3.4450314,0.29713,0.17224868,0.05
3.4500315,0.29799247,0.17249867,0.05
3.4550316,0.2988562,0.17274867,0.05
3.4600317,0.29972118,0.17299867,0.05
3.4650319,0.30058742,0.17324866,0.05
3.470032,0.3014549,0.17349866,0.05
3.475032,0.30232364,0.17374866,0.05
3.4800322,0.30319363,0.17399865,0.05
3.4850323,0.30406487,0.17424865,0.05
3.4900324,0.30493736,0.17449865,0.05
3.4950325,0.3058111,0.17474864,0.05
3.5000327,0.3066861,0.17499864,0.05
3.5050328,0.30756235,0.17524864,0.05
3.510033,0.30843985,0.17549863,0.05
3.515033,0.3093186,0.17574863,0.05
3.5200331,0.3101986,0.17599863,0.05
3.5250332,0.31107986,0.17624862,0.05
3.5300333,0.31196237,0.17649862,0.05
3.5350335,0.3128461,0.17674862,0.05
3.5400336,0.31373107,0.17699862,0.05
3.5450337,0.3146173,0.17724861,0.05
3.5500338,0.3155048,0.17749861,0.05
3.555034,0.31639352,0.1777486,0.05
3.560034,0.3172835,0.1779986,0.05
3.5650342,0.31817475,0.1782486,0.05
3.5700343,0.31906724,0.1784986,0.05
3.5750344,0.31996098,0.1787486,0.05
3.5800345,0.32085598,0.17899859,0.05
3.5850346,0.32175222,0.17924859,0.05
3.5900347,0.32264972,0.17949858,0.05
3.5950348,0.32354847,0.17974858,0.05
3.600035,0.32444847,0.17999858,0.05
3.605035,0.32534972,0.18024857,0.05
3.6100352,0.32625222,0.18049857,0.05
3.6150353,0.32715598,0.18074857,0.05
3.6200354,0.32806098,0.18099856,0.05
3.6250355,0.3289672,0.18124856,0.05
3.6300356,0.3298747,0.18149856,0.05
3.6350358,0.33078343,0.18174855,0.05
3.6400359,0.3316934,0.18199855,0.05
3.645036,0.33260465,0.18224855,0.05
3.650036,0.33351713,0.18249854,0.05
3.6550362,0.33443087,0.18274854,0.05
3.6600363,0.33534586,0.18299854,0.05
3.6650364,0.3362621,0.18324853,0.05
3.6700366,0.3371796,0.18349853,0.05
3.6750367,0.33809835,0.18374853,0.05
3.6800368,0.33901834,0.18399853,0.05
3.685037,0.3399396,0.18424852,0.05
3.690037,0.3408621,0.18449852,0.05
3.6950371,0.34178585,0.18474852,0.05
3.7000372,0.34271085,0.18499851,0.05
3.7050374,0.3436371,0.18524851,0.05
3.7100375,0.3445646,0.1854985,0.05
3.7150376,0.34549332,0.1857485,0.05
3.7200377,0.3464233,0.1859985,0.05
3.7250378,0.34735453,0.1862485,0.05
3.730038,0.34828702,0.1864985,0.05
3.735038,0.34922075,0.18674849,0.05
3.7400382,0.35015574,0.18699849,0.05
3.7450383,0.35109198,0.18724848,0.05
3.7500384,0.35202947,0.18749848,0.05
3.7550385,0.35296822,0.18774848,0.05
3.7600386,0.3539082,0.18799847,0.05
3.7650387,0.35484946,0.18824847,0.05
3.7700388,0.35579196,0.18849847,0.05
3.775039,0.3567357,0.18874846,0.05
3.780039,0.3576807,0.18899846,0.05
3.7850392,0.35862696,0.18924846,0.05
3.7900393,0.35957447,0.18949845,0.05
3.7950394,0.36052322,0.18974845,0.05
3.8000395,0.3614732,0.18999845,0.05
3.8050396,0.36242443,0.19024844,0.05
3.8100398,0.36337692,0.19049844,0.05
3.8150399,0.36433065,0.19074844,0.05
3.82004,0.36528563,0.19099844,0.05
3.82504,0.36624187,0.19124843,0.05
3.8300402,0.36719936,0.19149843,0.05
3.8350403,0.3681581,0.19174843,0.05
3.8400404,0.3691181,0.19199842,0.05
3.8450406,0.37007934,0.19224842,0.05
3.8500407,0.37104183,0.19249842,0.05
3.8550408,0.37200558,0.19274841,0.05
3.860041,0.37297058,0.19299841,0.05
3.865041,0.37393683,0.1932484,0.05
3.8700411,0.37490433,0.1934984,0.05
3.8750412,0.3758731,0.1937484,0.05
3.8800414,0.3768431,0.1939984,0.05
3.8850415,0.37781432,0.1942484,0.05
3.8900416,0.3787868,0.19449839,0.05
3.8950417,0.37976053,0.19474839,0.05
3.9000418,0.38073552,0.19499838,0.05
3.905042,0.38171175,0.19524838,0.05
3.910042,0.38268924,0.19549838,0.05
3.9150422,0.38366798,0.19574837,0.05
3.9200423,0.38464797,0.19599837,0.05
3.9250424,0.3856292,0.19624837,0.05
3.9300425,0.3866117,0.19649836,0.05
3.9350426,0.38759544,0.19674836,0.05
3.9400427,0.38858044,0.19699836,0.05
3.9450428,0.3895667,0.19724835,0.05
3.950043,0.3905542,0.19749835,0.05
3.955043,0.39154294,0.19774835,0.05
3.9600432,0.39253294,0.19799834,0.05
3.9650433,0.3935242,0.19824834,0.05
3.9700434,0.39451668,0.19849834,0.05
3.9750435,0.3955104,0.19874834,0.05
3.9800436,0.3965054,0.19899833,0.05
3.9850438,0.39750162,0.19924833,0.05
3.9900439,0.3984991,0.19949833,0.05
3.995044,0.39949784,0.19974832,0.05
4.000044,0.40049782,0.19999832,0.05
4.005044,0.40149906,0.20024832,0.05
4.010044,0.40250155,0.20049831,0.05
4.015044,0.4035053,0.20074831,0.05
4.0200443,0.4045103,0.2009983,0.05
4.0250444,0.40551654,0.2012483,0.05
4.0300446,0.40652403,0.2014983,0.05
4.0350447,0.40753278,0.2017483,0.05
4.040045,0.40854278,0.2019983,0.05
4.045045,0.40955403,0.20224829,0.05
4.050045,0.41056654,0.20249829,0.05
4.055045,0.4115803,0.20274828,0.05
4.0600452,0.41259527,0.20299828,0.05
4.0650454,0.4136115,0.20324828,0.05
4.0700455,0.41462898,0.20349827,0.05
4.0750456,0.41564772,0.20374827,0.05
4.0800457,0.4166677,0.20399827,0.05
4.085046,0.41768894,0.20424826,0.05
4.090046,0.41871142,0.20449826,0.05
4.095046,0.41973516,0.20474826,0.05
4.100046,0.42076015,0.20499825,0.05
4.1050463,0.4217864,0.20524825,0.05
4.1100464,0.4228139,0.20549825,0.05
4.1150465,0.42384264,0.20574825,0.05
4.1200466,0.42487264,0.20599824,0.05
4.1250467,0.4259039,0.20624824,0.05
4.130047,0.4269364,0.20649824,0.05
4.135047,0.42797014,0.20674823,0.05
4.140047,0.42900515,0.20699823,0.05
4.145047,0.43004137,0.20724823,0.05
4.1500473,0.43107885,0.20749822,0.05
4.1550474,0.43211758,0.20774822,0.05
4.1600475,0.43315756,0.20799822,0.05
4.1650476,0.4341988,0.20824821,0.05
4.1700478,0.43524128,0.20849821,0.05
4.175048,0.43628502,0.2087482,0.05
4.180048,0.43733,0.2089982,0.05
4.185048,0.43837625,0.2092482,0.05
4.190048,0.43942374,0.2094982,0.05
4.1950483,0.44047248,0.2097482,0.05
4.2000484,0.44152248,0.20999819,0.05
4.2050486,0.44257373,0.21024819,0.05
4.2100487,0.44362622,0.21049818,0.05
4.215049,0.44467998,0.21074818,0.05
4.220049,0.44573498,0.21099818,0.05
4.225049,0.44679123,0.21124817,0.05
4.230049,0.44784874,0.21149817,0.05
4.2350492,0.44890746,0.21174817,0.05
4.2400494,0.44996744,0.21199816,0.05
4.2450495,0.45102867,0.21224816,0.05
4.2500496,0.45209116,0.21249816,0.05
4.2550497,0.4531549,0.21274815,0.05
4.26005,0.45421988,0.21299815,0.05
4.26505,0.45528612,0.21324815,0.05
4.27005,0.4563536,0.21349815,0.05
4.27505,0.45742235,0.21374814,0.05
4.2800503,0.45849234,0.21399814,0.05
4.2850504,0.45956358,0.21424814,0.05
4.2900505,0.46063608,0.21449813,0.05
4.2950506,0.46170983,0.21474813,0.05
4.3000507,0.46278483,0.21499813,0.05
4.305051,0.46386108,0.21524812,0.05
4.310051,0.46493858,0.21549812,0.05
4.315051,0.46601734,0.21574812,0.05
4.320051,0.4670973,0.21599811,0.05
4.3250513,0.46817854,0.21624811,0.05
4.3300514,0.46926102,0.2164981,0.05
4.3350515,0.47034475,0.2167481,0.05
4.3400517,0.47142974,0.2169981,0.05
4.345052,0.47251597,0.2172481,0.05
4.350052,0.47360346,0.2174981,0.05
4.355052,0.4746922,0.21774809,0.05
4.360052,0.4757822,0.21799809,0.05
4.365052,0.47687343,0.21824808,0.05
4.3700523,0.47796592,0.21849808,0.05
4.3750525,0.47905967,0.21874808,0.05
4.3800526,0.48015466,0.21899807,0.05
4.3850527,0.4812509,0.21924807,0.05
4.390053,0.4823484,0.21949807,0.05
4.395053,0.48344716,0.21974806,0.05
4.400053,0.48454717,0.21999806,0.05
4.405053,0.4856484,0.22024806,0.05
4.4100533,0.48675087,0.22049806,0.05
4.4150534,0.4878546,0.22074805,0.05
4.4200535,0.48895958,0.22099805,0.05
4.4250536,0.4900658,0.22124805,0.05
4.4300537,0.4911733,0.22149804,0.05
4.435054,0.49228203,0.22174804,0.05
4.440054,0.49339202,0.22199804,0.05
4.445054,0.49450326,0.22224803,0.05
4.450054,0.49561575,0.22249803,0.05
4.4550543,0.4967295,0.22274803,0.05
4.4600544,0.4978445,0.22299802,0.05
4.4650545,0.49896073,0.22324802,0.05
4.4700546,0.5000782,0.22349802,0.05
4.4750547,0.5011969,0.22374801,0.05
4.480055,0.5023169,0.22399801,0.05
4.485055,0.5034381,0.224248,0.05
4.490055,0.5045606,0.224498,0.05
4.495055,0.5056843,0.224748,0.05
4.5000553,0.5068093,0.224998,0.05
4.5050554,0.5079355,0.225248,0.05
4.5100555,0.509063,0.22549799,0.05
4.5150557,0.51019174,0.22574799,0.05
4.520056,0.5113217,0.22599798,0.05
4.525056,0.51245296,0.22624798,0.05
4.530056,0.51358545,0.22649798,0.05
4.535056,0.5147192,0.22674797,0.05
4.540056,0.5158542,0.22699797,0.05
4.5450563,0.5169904,0.22724797,0.05
4.5500565,0.5181279,0.22749797,0.05
4.5550566,0.51926666,0.22774796,0.05
4.5600567,0.52040666,0.22799796,0.05
4.565057,0.5215479,0.22824796,0.05
4.570057,0.5226904,0.22849795,0.05
4.575057,0.52383417,0.22874795,0.05
4.580057,0.5249792,0.22899795,0.05
4.5850573,0.52612543,0.22924794,0.05
4.5900574,0.52727294,0.22949794,0.05
4.5950575,0.5284217,0.22974794,0.05
4.6000576,0.5295717,0.22999793,0.05
4.6050577,0.530723,0.23024793,0.05
4.610058,0.5318755,0.23049793,0.05
4.615058,0.53302926,0.23074792,0.05
4.620058,0.5341843,0.23099792,0.05
4.625058,0.5353405,0.23124792,0.05
4.6300583,0.53649795,0.23149791,0.05
4.6350584,0.53765666,0.23174791,0.05
4.6400585,0.53881663,0.2319979,0.05
4.6450586,0.53997785,0.2322479,0.05
4.6500587,0.5411403,0.2324979,0.05
4.655059,0.54230404,0.2327479,0.05
4.660059,0.543469,0.2329979,0.05
4.665059,0.54463524,0.23324789,0.05
4.670059,0.5458027,0.23349789,0.05
4.6750593,0.54697144,0.23374788,0.05
4.6800594,0.5481414,0.23399788,0.05
4.6850595,0.54931265,0.23424788,0.05
4.6900597,0.55048513,0.23449787,0.05
4.69506,0.55165887,0.23474787,0.05
4.70006,0.55283386,0.23499787,0.05
4.70506,0.5540101,0.23524787,0.05
4.71006,0.5551876,0.23549786,0.05
4.71506,0.5563663,0.23574786,0.05
4.7200603,0.5575463,0.23599786,0.05
4.7250605,0.55872756,0.23624785,0.05
4.7300606,0.55991006,0.23649785,0.05
4.7350607,0.5610938,0.23674785,0.05
4.740061,0.5622788,0.23699784,0.05
4.745061,0.56346506,0.23724784,0.05
4.750061,0.56465256,0.23749784,0.05
4.755061,0.5658413,0.23774783,0.05
4.7600613,0.5670313,0.23799783,0.05
4.7650614,0.5682226,0.23824783,0.05
4.7700615,0.5694151,0.23849782,0.05
4.7750616,0.57060885,0.23874782,0.05
4.7800617,0.57180387,0.23899782,0.05
4.785062,0.57300013,0.23924781,0.05
4.790062,0.57419765,0.23949781,0.05
4.795062,0.5753964,0.2397478,0.05
4.800062,0.5765964,0.2399978,0.05
4.8050623,0.5777976,0.2402478,0.05
4.8100624,0.57900006,0.2404978,0.05
4.8150625,0.5802038,0.2407478,0.05
4.8200626,0.58140874,0.24099779,0.05
4.8250628,0.58261496,0.24124779,0.05
4.830063,0.5838224,0.24149778,0.05
4.835063,0.58503115,0.24174778,0.05
4.840063,0.5862411,0.24199778,0.05
4.845063,0.58745235,0.24224778,0.05
4.8500633,0.5886648,0.24249777,0.05
4.8550634,0.58987856,0.24274777,0.05
4.8600636,0.59109354,0.24299777,0.05
4.8650637,0.5923098,0.24324776,0.05
4.870064,0.59352726,0.24349776,0.05
4.875064,0.594746,0.24374776,0.05
4.880064,0.595966,0.24399775,0.05
4.885064,0.5971872,0.24424775,0.05
4.8900642,0.5984097,0.24449775,0.05
4.8950644,0.59963346,0.24474774,0.05
4.9000645,0.60085845,0.24499774,0.05
4.9050646,0.6020847,0.24524774,0.05
4.9100647,0.6033122,0.24549773,0.05
4.915065,0.60454094,0.24574773,0.05
4.920065,0.60577095,0.24599773,0.05
4.925065,0.6070022,0.24624772,0.05
4.930065,0.6082347,0.24649772,0.05
4.9350653,0.60946846,0.24674772,0.05
4.9400654,0.61070347,0.24699771,0.05
4.9450655,0.6119397,0.24724771,0.05
4.9500656,0.61317724,0.24749771,0.05
4.9550657,0.614416,0.2477477,0.05
4.960066,0.615656,0.2479977,0.05
4.965066,0.6168973,0.2482477,0.05
4.970066,0.61813974,0.2484977,0.05
4.975066,0.61938345,0.24874769,0.05
4.9800663,0.6206284,0.24899769,0.05
4.9850664,0.62187463,0.24924769,0.05
4.9900665,0.6231221,0.24949768,0.05
4.9950666,0.6243708,0.24974768,0.05
5.0000668,0.6256208,0.24999768,0.05
5.005067,0.626872,0.2502477,0.05
5.010067,0.6281245,0.2504977,0.05
5.015067,0.6293782,0.2507477,0.05
5.020067,0.6306332,0.25099772,0.05
5.0250673,0.6318894,0.25124773,0.05
5.0300674,0.6331469,0.25149775,0.05
5.0350676,0.6344056,0.25174776,0.05
5.0400677,0.6356656,0.25199777,0.05
5.045068,0.63692683,0.25224778,0.05
5.050068,0.6381893,0.2524978,0.05
5.055068,0.63945305,0.2527478,0.05
5.060068,0.64071804,0.25299782,0.05
5.0650682,0.6419843,0.25324783,0.05
5.0700684,0.6432518,0.25349784,0.05
5.0750685,0.6445205,0.25374785,0.05
5.0800686,0.6457905,0.25399786,0.05
5.0850687,0.64706177,0.25424787,0.05
5.090069,0.64833426,0.2544979,0.05
5.095069,0.649608,0.2547479,0.05
5.100069,0.650883,0.2549979,0.05
5.105069,0.6521593,0.25524792,0.05
5.1100693,0.6534368,0.25549793,0.05
5.1150694,0.65471554,0.25574794,0.05
5.1200695,0.65599555,0.25599796,0.05
5.1250696,0.6572768,0.25624797,0.05
5.1300697,0.6585593,0.25649798,0.05
5.13507,0.6598431,0.256748,0.05
5.14007,0.6611281,0.256998,0.05
5.14507,0.6624144,0.257248,0.05
5.15007,0.6637019,0.25749803,0.05
5.1550703,0.6649906,0.25774804,0.05
5.1600704,0.66628057,0.25799805,0.05
5.1650705,0.6675718,0.25824806,0.05
5.1700706,0.66886425,0.25849807,0.05
5.175071,0.67015797,0.25874808,0.05
5.180071,0.67145294,0.2589981,0.05
5.185071,0.67274916,0.2592481,0.05
5.190071,0.67404664,0.25949812,0.05
5.195071,0.67534536,0.25974813,0.05
5.2000713,0.67664534,0.25999814,0.05
5.2050714,0.67794657,0.26024815,0.05
5.2100716,0.67924905,0.26049817,0.05
5.2150717,0.6805528,0.26074818,0.05
5.220072,0.68185776,0.2609982,0.05
5.225072,0.683164,0.2612482,0.05
5.230072,0.6844715,0.2614982,0.05
5.235072,0.6857802,0.26174822,0.05
5.2400723,0.6870902,0.26199824,0.05
5.2450724,0.68840146,0.26224825,0.05
5.2500725,0.68971395,0.26249826,0.05
5.2550726,0.6910277,0.26274827,0.05
5.2600727,0.6923427,0.26299828,0.05
5.265073,0.69365895,0.2632483,0.05
5.270073,0.69497645,0.2634983,0.05
5.275073,0.6962952,0.26374832,0.05
5.280073,0.6976152,0.26399833,0.05
5.2850733,0.69893646,0.26424834,0.05
5.2900734,0.700259,0.26449835,0.05
5.2950735,0.70158273,0.26474836,0.05
5.3000736,0.70290774,0.26499838,0.05
5.3050737,0.704234,0.2652484,0.05
5.310074,0.7055615,0.2654984,0.05
5.315074,0.7068903,0.2657484,0.05
5.320074,0.7082203,0.26599842,0.05
5.325074,0.7095516,0.26624843,0.05
5.3300743,0.7108841,0.26649845,0.05
5.3350744,0.7122178,0.26674846,0.05
5.3400745,0.7135528,0.26699847,0.05
5.3450747,0.714889,0.26724848,0.05
5.350075,0.71622646,0.2674985,0.05
5.355075,0.7175652,0.2677485,0.05
5.360075,0.71890515,0.26799852,0.05
5.365075,0.7202464,0.26824853,0.05
5.370075,0.72158885,0.26849854,0.05
5.3750753,0.7229326,0.26874855,0.05
5.3800755,0.72427756,0.26899856,0.05
5.3850756,0.7256238,0.26924857,0.05
5.3900757,0.72697127,0.2694986,0.05
5.395076,0.72832,0.2697486,0.05
5.400076,0.72967,0.2699986,0.05
5.405076,0.7310212,0.27024862,0.05
5.410076,0.7323737,0.27049863,0.05
5.4150763,0.73372746,0.27074865,0.05
5.4200764,0.73508245,0.27099866,0.05
5.4250765,0.7364387,0.27124867,0.05
5.4300766,0.7377962,0.27149868,0.05
5.4350767,0.73915493,0.2717487,0.05
5.440077,0.74051493,0.2719987,0.05
5.445077,0.7418762,0.27224872,0.05
5.450077,0.7432387,0.27249873,0.05
5.455077,0.74460244,0.27274874,0.05
5.4600773,0.74596745,0.27299875,0.05
5.4650774,0.7473337,0.27324876,0.05
5.4700775,0.7487012,0.27349877,0.05
5.4750776,0.75007,0.2737488,0.05
5.4800777,0.75144,0.2739988,0.05
5.485078,0.75281125,0.2742488,0.05
5.490078,0.75418377,0.27449882,0.05
5.495078,0.75555754,0.27474883,0.05
5.500078,0.75693256,0.27499884,0.05
5.5050783,0.7583088,0.27524886,0.05
5.5100784,0.75968635,0.27549887,0.05
5.5150785,0.76106507,0.27574888,0.05
5.5200787,0.76244503,0.2759989,0.05
5.525079,0.76382625,0.2762489,0.05
5.530079,0.7652087,0.2764989,0.05
5.535079,0.76659244,0.27674893,0.05
5.540079,0.7679774,0.27699894,0.05
5.545079,0.76936364,0.27724895,0.05
5.5500793,0.7707511,0.27749896,0.05
5.5550795,0.77213985,0.27774897,0.05
5.5600796,0.7735298,0.27799898,0.05
5.5650797,0.77492106,0.278249,0.05
5.57008,0.77631354,0.278499,0.05
5.57508,0.7777073,0.27874902,0.05
5.58008,0.77910227,0.27899903,0.05
5.58508,0.7804985,0.27924904,0.05
5.5900803,0.781896,0.27949905,0.05
5.5950804,0.78329474,0.27974907,0.05
5.6000805,0.78469473,0.27999908,0.05
5.6050806,0.786096,0.2802491,0.05
5.6100807,0.7874985,0.2804991,0.05
5.615081,0.7889022,0.2807491,0.05
5.620081,0.7903072,0.28099912,0.05
5.625081,0.7917135,0.28124914,0.05
5.630081,0.793121,0.28149915,0.05
5.6350813,0.79452974,0.28174916,0.05
5.6400814,0.79593974,0.28199917,0.05
5.6450815,0.797351,0.28224918,0.05
5.6500816,0.7987635,0.2824992,0.05
5.6550817,0.8001773,0.2827492,0.05
5.660082,0.8015923,0.28299922,0.05
5.665082,0.80300856,0.28324923,0.05
5.670082,0.8044261,0.28349924,0.05
5.675082,0.80584484,0.28374925,0.05
5.6800823,0.80726486,0.28399926,0.05
5.6850824,0.80868614,0.28424928,0.05
5.6900826,0.81010866,0.2844993,0.05
5.6950827,0.81153244,0.2847493,0.05
5.700083,0.8129574,0.2849993,0.05
5.705083,0.8143836,0.28524932,0.05
5.710083,0.8158111,0.28549933,0.05
5.715083,0.8172398,0.28574935,0.05
5.720083,0.8186698,0.28599936,0.05
5.7250834,0.820101,0.28624937,0.05
5.7300835,0.8215335,0.28649938,0.05
5.7350836,0.82296723,0.2867494,0.05
5.7400837,0.8244022,0.2869994,0.05
5.745084,0.82583845,0.28724942,0.05
5.750084,0.82727593,0.28749943,0.05
5.755084,0.82871467,0.28774944,0.05
5.760084,0.83015466,0.28799945,0.05
5.7650843,0.8315959,0.28824946,0.05
5.7700844,0.8330384,0.28849947,0.05
5.7750845,0.83448213,0.2887495,0.05
5.7800846,0.8359271,0.2889995,0.05
5.7850847,0.8373734,0.2892495,0.05
5.790085,0.8388209,0.28949952,0.05
5.795085,0.8402696,0.28974953,0.05
5.800085,0.8417196,0.28999954,0.05
5.805085,0.8431709,0.29024956,0.05
5.8100853,0.8446234,0.29049957,0.05
5.8150854,0.84607714,0.29074958,0.05
5.8200855,0.84753215,0.2909996,0.05
5.8250856,0.8489884,0.2912496,0.05
5.8300858,0.8504459,0.2914996,0.05
5.835086,0.8519047,0.29174963,0.05
5.840086,0.8533647,0.29199964,0.05
5.845086,0.854826,0.29224965,0.05
5.850086,0.8562885,0.29249966,0.05
5.8550863,0.85775226,0.29274967,0.05
5.8600864,0.8592173,0.29299968,0.05
5.8650866,0.86068356,0.2932497,0.05
5.8700867,0.8621511,0.2934997,0.05
5.875087,0.86361986,0.29374972,0.05
5.880087,0.86508983,0.29399973,0.05
5.885087,0.86656106,0.29424974,0.05
5.890087,0.8680335,0.29449975,0.05
5.8950872,0.86950725,0.29474977,0.05
5.9000874,0.8709822,0.29499978,0.05
5.9050875,0.87245846,0.2952498,0.05
5.9100876,0.87393594,0.2954998,0.05
5.9150877,0.87541467,0.2957498,0.05
5.920088,0.87689465,0.29599983,0.05
5.925088,0.8783759,0.29624984,0.05
5.930088,0.8798584,0.29649985,0.05
5.935088,0.8813421,0.29674986,0.05
5.9400883,0.8828271,0.29699987,0.05
5.9450884,0.88431334,0.29724988,0.05
5.9500885,0.88580084,0.2974999,0.05
5.9550886,0.8872896,0.2977499,0.05
5.9600887,0.8887796,0.29799992,0.05
5.965089,0.8902708,0.29824993,0.05
5.970089,0.8917633,0.29849994,0.05
5.975089,0.8932571,0.29874995,0.05
5.980089,0.8947521,0.29899997,0.05
5.9850893,0.89624834,0.29924998,0.05
5.9900894,0.89774585,0.2995,0.05
5.9950895,0.8992446,0.29975,0.05
6.0000896,0.9007446,0.3,0.05
6.0050898,0.9022459,0.30025002,0.05
6.01009,0.9037484,0.30050004,0.05
6.01509,0.90525216,0.30075005,0.05
6.02009,0.9067572,0.30100006,0.05
6.02509,0.90826344,0.30125007,0.05
6.0300903,0.90977097,0.30150008,0.05
6.0350904,0.91127974,0.3017501,0.05
6.0400906,0.91278976,0.3020001,0.05
6.0450907,0.91430104,0.30225012,0.05
6.050091,0.91581357,0.30250013,0.05
6.055091,0.91732734,0.30275014,0.05
6.060091,0.9188423,0.30300015,0.05
6.065091,0.92035854,0.30325016,0.05
6.0700912,0.921876,0.30350018,0.05
6.0750914,0.92339474,0.3037502,0.05
6.0800915,0.9249147,0.3040002,0.05
6.0850916,0.92643595,0.3042502,0.05
6.0900917,0.9279584,0.30450022,0.05
6.095092,0.92948216,0.30475023,0.05
6.100092,0.93100715,0.30500025,0.05
6.105092,0.9325334,0.30525026,0.05
6.110092,0.9340609,0.30550027,0.05
6.1150923,0.9355896,0.30575028,0.05
6.1200924,0.9371196,0.3060003,0.05
6.1250925,0.93865085,0.3062503,0.05
6.1300926,0.94018334,0.30650032,0.05
6.1350927,0.9417171,0.30675033,0.05
6.140093,0.9432521,0.30700034,0.05
6.145093,0.94478834,0.30725035,0.05
6.150093,0.94632584,0.30750036,0.05
6.155093,0.9478646,0.30775037,0.05
6.1600933,0.9494046,0.3080004,0.05
6.1650934,0.95094585,0.3082504,0.05
6.1700935,0.95248836,0.3085004,0.05
6.1750937,0.9540321,0.30875042,0.05
6.180094,0.95557714,0.30900043,0.05
6.185094,0.9571234,0.30925044,0.05
6.190094,0.9586709,0.30950046,0.05
6.195094,0.9602197,0.30975047,0.05
6.200094,0.9617697,0.31000048,0.05
6.2050943,0.963321,0.3102505,0.05
6.2100945,0.9648735,0.3105005,0.05
6.2150946,0.96642727,0.3107505,0.05
6.2200947,0.9679823,0.31100053,0.05
6.225095,0.96953857,0.31125054,0.05
6.230095,0.9710961,0.31150055,0.05
6.235095,0.9726549,0.31175056,0.05
6.240095,0.9742149,0.31200057,0.05
6.2450953,0.97577614,0.31225058,0.05
6.2500954,0.9773386,0.3125006,0.05
6.2550955,0.97890234,0.3127506,0.05
6.2600956,0.9804673,0.31300062,0.05
6.2650957,0.98203355,0.31325063,0.05
6.270096,0.98360103,0.31350064,0.05
6.275096,0.98516977,0.31375065,0.05
6.280096,0.98673975,0.31400067,0.05
6.285096,0.988311,0.31425068,0.05
6.2900963,0.9898835,0.3145007,0.05
6.2950964,0.9914572,0.3147507,0.05
6.3000965,0.9930322,0.3150007,0.05
6.3050966,0.99460846,0.31525072,0.05
6.3100967,0.99618596,0.31550074,0.05
6.315097,0.9977647,0.31575075,0.05
6.320097,0.9993447,0.31600076,0.05
6.325097,1.000926,0.31625077,0.05
6.330097,1.0025085,0.31650078,0.05
6.3350973,1.0040922,0.3167508,0.05
6.3400974,1.0056772,0.3170008,0.05
6.3450975,1.0072634,0.31725082,0.05
6.3500977,1.0088509,0.31750083,0.05
6.355098,1.0104396,0.31775084,0.05
6.360098,1.0120296,0.31800085,0.05
6.365098,1.0136209,0.31825086,0.05
6.370098,1.0152134,0.31850088,0.05
6.375098,1.0168071,0.3187509,0.05
6.3800983,1.0184021,0.3190009,0.05
6.3850985,1.0199983,0.3192509,0.05
6.3900986,1.0215958,0.31950092,0.05
6.3950987,1.0231946,0.31975093,0.05
6.400099,1.0247946,0.32000095,0.05
